ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor,year_x,country_gaining,iso3c_gaining,country_losing,iso3c_losing,type,pop,area,conflict_id,dyad_id,location_inc,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year_y,bd_best,bd_low,bd_high,type_of_conflict,battle_location,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,gwno_battle,region,version
1stDragasani1821,GREECE,44.6631799,24.2608711,"CLODFELTER, P191",DRAGASANI,1821,,GREEK WAR OF INDEPENDENCE,GREEK REBELS,OTTOMAN EMPIRE,,,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1stGiurgevo1811,ROMANIA,43.8977007,25.9274978,"CLODFELTER, P190",GIURGEVO,1811,,RUSSO-TURKISH WARS,OTTOMAN EMPIRE,RUSSIA,,,2,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ndBreslau1757,POLAND,51.1078852,17.0385376,"CLODFELTER, P80",BRESLAU,1757,,SEVEN YEARS WAR,PRUSSIA,HABSBURG EMPIRE,,,3,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ndGiurgevo1811,ROMANIA,43.8977007,25.9274978,,GIURGEVO,1811,,RUSSO-TURKISH WARS,RUSSIA,OTTOMAN EMPIRE,,,3,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ndSchweidnitz1757,POLAND,50.8498434,16.475679,"CLODFELTER, P80",SCHWEIDNITZ,1757,,SEVEN YEARS' WAR,PRUSSIA,HABSBURG EMPIRE,,,3,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Shau1966,VIETNAM,16.1245222,107.3314423,75,A SHAU,1966,"['Vietnamese', 'Laotian', 'Hue', 'South Vietnamese', 'American', 'Communist']","['VIETNAM WAR', 'THE A SHAU VALLEY']","SOUTH VIETNAM, UNITED STATES",VIET CONG,,,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P676",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa River1917,LATVIA,56.8206989,23.5755013,1,AA RIVER,1917,"['German', 'Russian', 'Riga', 'Germans']",['WORLD WAR I'],GERMANY,RUSSIA,GERMANY,RUSSIA,4,LAND,,NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aachen1944,GERMANY,50.7753455,6.0838868,1,AACHEN,1944,"['American', 'German', 'Hurtgen']",['WORLD WAR II'],UNITED STATES,GERMANY,UNITED STATES,GERMANY,3,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P827",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aardenburg1672,NETHERLANDS,51.2742727,3.4453328,1,AARDENBURG,1672,"['Spanish', 'Netherlands', 'French', 'Dutch', 'Zeeland', 'Aardenburg', 'Zeeland']",3RD DUTCH WAR,NETHERLANDS,FRANCE,NETHERLANDS,FRANCE,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aasle1389,SWEDEN,58.1775353,13.6869345,1,AASLE,1389,"['Denmark', 'Sweden', 'Aasle', 'Falkoping', 'Sweden', 'Denmark', 'Norway', 'Sweden']",WARS OF SCANDINAVIAN UNION,DENMARK,SWEDEN,DENMARK,SWEDEN,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abadan1980,IRAN,30.347296,48.2934004,1,ABADAN,1980,"['Khorramshahr', 'Iraqi', 'Arab', 'Iran', 'Iran', 'Iraqis', 'Iran']",['IRAQ-IRAN WAR'],DRAW,,IRAN,IRAQ,3,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P588",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abadan1981,IRAN,30.347296,48.2934004,1,ABADAN,1981,"['Susangerd', 'Irans', 'Iran', 'Iraqis']",['IRAQ-IRAN WAR'],IRAN,IRAQ,IRAN,IRAQ,3,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abagana1968,NIGERIA,6.1864553,6.9799755,2,ABAGANA,1968,['Abagana'],['BIAFRAN WAR'],BIAFRAN REBELS,NIGERIA,BIAFRAN REBELS,NIGERIA,1,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abakrampa1873,GHANA,5.245212,-1.230904,2,ABAKRAMPA,1873,"['British', 'Ghana', 'Essaman']",2ND BRITISH ASHANTI WAR,UNITED KINGDOM,ASHANTI,UNITED KINGDOM,ASHANTI,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abancay1537,PERU,-13.6391954,-72.8929,2,ABANCAY,1537,"['Spanish', 'Peru', 'Spanish', 'Peru', 'Peru', 'Alonzo', 'Almagro', 'Pizarrist']",['CIVIL WAR'],ALMAGRO FACTION IN SPANISH CIVIL WAR,PIZZARISTS,ALMAGRO FACTION IN SPANISH CIVIL WAR,PIZZARISTS,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbasabad1827,IRAN,36.7240776,51.1141183,2,ABBASABAD,1827,"['Russo', 'Russian', 'Persian', 'Persian']",RUSSO-PERSIAN WARS,RUSSIA,PERSIA,RUSSIA,PERSIA,3,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abeche1983,CHAD,13.8359124,20.8433709,2,ABECHE,1983,"['Libyan', 'Chad']",CHAD CIVIL WARS,CHAD,CHADIAN REBELS,CHAD,CHADIAN REBELS,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abensberg1809,GERMANY,48.8177181,11.8507867,2,ABENSBERG,1809,"['Napoleonic', 'French', 'Spain', 'Bavaria', 'Austrians']",NAPOLEONIC WARS (5TH COALITION),FRANCE,AUSTRIA,FRANCE,HABSBURG EMPIRE,3,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P522; HARBOTTLE'S DICTIONARY OF BATTLES, P86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aber Edw1282,UNITED KINGDOM,52.1168663,-3.3541708,3,ABER EDW,1282,"['English', 'Wales', 'Radnor']",ANGLO-WELSH WARS,ENGLAND,WALES,ENGLAND,WALES,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abercorn1455,UNITED KINGDOM,55.994843,-3.4746957,2,ABERCORN,1455,"['Douglas', 'Scotland', 'Queensferry', 'England']",DOUGLAS REBELLION,SCOTLAND,EARL OF DOUGLAS,SCOTLAND,EARL OF DOUGLAS,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aberdare, Kenya1955",KENYA,-0.4145514,36.6661998,2,"ABERDARE, KENYA",1955,"['Kenya', 'Kenya']",MAU MAU REBELLION,DRAW,,UNITED KINGDOM,MAU MAU REBELS,2,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P560",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aberdare, Kenya1955(2nd)",KENYA,-0.4145514,36.6661998,3,"ABERDARE, KENYA",1955,"['Kenya', 'Kenya', 'British', 'British', 'Kenya']",MAU MAU WAR,MAU MAU,UNITED KINGDOM,MAU MAU,UNITED KINGDOM,2,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aberdare, Wales1093",UNITED KINGDOM,51.716154,-3.451816,3,"ABERDARE, WALES",1093,"['Wales', 'Glamorgan']",ANGLO-WELSH WARS,ENGLAND,WALES,ENGLAND,WALES,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aberdeen1644,UNITED KINGDOM,57.149717,-2.094278,3,ABERDEEN,1644,"['British', 'Scottish', 'Aberdeen', 'Inverlochy']",BRITISH CIVIL WARS,ROYALISTS,COVENANTERS,ROYALISTS,COVENANTERS,1,LAND,,BATTLE FOLLOWED BY MASSACRE,HTTPS://WWW.BATTLEFIELDSTRUST.COM/MEDIA/669.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aboasa1900,GHANA,6.8076157,-1.5454459,"CLODFELTER, P351",ABOASA,1900,,ASHANTI RISING,UNITED KINGDOM,ASHANTI REBELS,,,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abomey1892,BENIN,7.1854773,1.9979411,3,ABOMEY,1892,['French'],['DAHOMEAN WAR'],FRANCE,DAHOMEY,FRANCE,DAHOMEY,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aboukir1799,EGYPT,31.3114241,30.0603342,3,ABOUKIR,1799,"['French', 'British', 'Turkish', 'Egypt', 'French', 'Turkish']",FRENCH REVOLUTIONARY WARS,FRANCE,OTTOMAN EMPIRE,FRANCE,OTTOMAN EMPIRE,2,LAND,,NO,"THE FIELD AND THE FORGE, LANDERS, P390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aboukir1801,EGYPT,31.3114241,30.0603342,3,ABOUKIR,1801,"['French', 'British', 'Aboukir', 'French', 'Alexandria']",FRENCH REVOLUTIONARY WARS,"UNITED KINGDOM, OTTOMAN EMPIRE",FRANCE,"UNITED KINGDOM, OTTOMAN EMPIRE",FRANCE,2,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, 2014, P510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abrittus251,BULGARIA,43.5237175,26.5404685,3,ABRITTUS,251,['Philippopolis'],['GOTHIC WAR'],"GOTHS, SCYTHIANS",ROME,"GOTHS, SCYTHIANS",ROME,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Ageila1956,EGYPT,30.83783,34.1133,4,ABU AGEILA,1956,"['Arab', 'Israels', 'Egypt', 'Sinai', 'Egyptians', 'Israels']",['SINAI WAR'],ISRAEL,EGYPT,ISRAEL,EGYPT,1,LAND,,NO,,,,1956,EGYPT,EGY,UNITED KINGDOM,GBR,"CESSION
(PART YIELDED TO OTHER ENTITY)",.,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Ageila1956,EGYPT,30.83783,34.1133,4,ABU AGEILA,1956,"['Arab', 'Israels', 'Egypt', 'Sinai', 'Egyptians', 'Israels']",['SINAI WAR'],ISRAEL,EGYPT,ISRAEL,EGYPT,1,LAND,,NO,,,,1956,EGYPT,EGY,UNITED KINGDOM,GBR,"CESSION
(PART YIELDED TO OTHER ENTITY)",.,1.00,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Ageila1967,EGYPT,30.83783,34.1133,4,ABU AGEILA,1967,"['Arab', 'Israels', 'Egyptian', 'Egyptians']",SIX DAY WAR,ISRAEL,EGYPT,ISRAEL,EGYPT,4,LAND,ABA1967,NO,HTTPS://WWW.ARMYUPRESS.ARMY.MIL/PORTALS/7/COMBAT-STUDIES-INSTITUTE/CSI-BOOKS/KEY-TO-THE-SINAI.PDF; SHAPEFILE TAKEN FROM PAGE 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Hamed1897,SUDAN,19.5253379,33.2798188,4,ABU HAMED,1897,"['British', 'British', 'Sudan', 'British', 'Sudanese']",BRITISH-SUDAN WARS,UNITED KINGDOM,SUDANESE MAHDISTS,UNITED KINGDOM,THE MAHDIYYA,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Klea1885,SUDAN,16.9833533,33.2912452,4,ABU KLEA,1885,"['British', 'British']",BRITISH-SUDAN WARS,UNITED KINGDOM,SUDANESE MAHDISTS,UNITED KINGDOM,THE MAHDIYYA,2,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, LONDON, 2014, P709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Kru1885,SUDAN,16.6399301,33.0806383,4,ABU KRU,1885,"['British', 'Dongola', 'British', 'Mahdists', 'British', 'Cairo']",BRITISH-SUDAN WARS,UNITED KINGDOM,SUDANESE MAHDISTS,UNITED KINGDOM,THE MAHDIYYA,,LAND,,NO,"FOR LOCATION, SPIERS, THE VICTORIAN SOLDIER IN AFRICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Tellul1918,ISRAEL,31.9231824,35.3566345,4,ABU TELLUL,1918,"['Jericho', 'Turkish', 'German', 'Australian', 'Germans']",['WORLD WAR'],AUSTRALIA,"GERMANY, OTTOMAN EMPIRE",AUSTRALIA,"GERMANY, OTTOMAN EMPIRE",,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abydos-200,EGYPT,26.1837366,31.9227288,4,ABYDOS,-200,"['Macedon', 'Abydos', 'Asian', 'Rhodian']",['MACEDONIAN WAR'],MACEDONIA,"ABYDOS, PERGAMUM, RHODES",MACEDONIA,"ABYDOS, PERGAMUM, RHODES",,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abydos989,EGYPT,26.1837366,31.9227288,4,ABYDOS,989,['Byzantine'],BYZANTINE MILITARY REBELLIONS,EMPEROR BASIL II,BARDAS PHOCAS,EMPEROR BASIL II,BARDAS PHOCAS,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acajete1839,MEXICO,19.1061301,-97.9522432,5,ACAJETE,1839,"['Mexican', 'Mexican', 'Jalapa', 'Tampico']",MEXICAN FEDERALIST WARS,MEXICO,MEXICAN REBELS,MEXICO,MEXICAN REBELS,1,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acambaro1858,MEXICO,20.025105,-100.718241,5,ACAMBARO,1858,"['Mexico', 'Conservative', 'Acambaro']",['MEXICAN WAR'],DRAW,,MEXICAN LIBERALS,MEXICAN CONSERVATIVES,1,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acapulco1855,MEXICO,16.8531086,-99.8236533,5,ACAPULCO,1855,"['Mexican', 'Acapulco', 'Mexico', 'Santa Anna', 'Mexican']",MEXICAN LIBERAL REBELLION,MEXICAN LIBERALS,MEXICAN CONSERVATIVES,MEXICAN LIBERALS,MEXICAN CONSERVATIVES,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accra1824,GHANA,5.554828,-0.200086,"HARBOTTLES, P10",ACCRA,1824,,FIRST BRITISH-ASHANTI WAR,ASHANTI KINGDOM,UNITED KINGDOM,,,2,LAND,,NO,"HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accra1825,GHANA,5.554828,-0.200086,"HARBOTTLES, P10",ACCRA,1825,,FIRST BRITISH-ASHANTI WAR,UNITED KINGDOM,ASHANTI KINGDOM,,,2,LAND,,NO,"HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acerrae-90,ITALY,40.9441091,14.371438,5,ACERRAE,-90,['Rome'],ROMAN SOCIAL WAR,ROME,SAMNITES,ROME,SAMNITES,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acheribe1893,BENIN,9.30769,2.315834,5,ACHERIBE,1893,"['Abomey', 'France', 'Behanzins']",3RD FRANCO-DAHOMEAN WAR,FRANCE,DAHOMEY,FRANCE,DAHOMEY,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ackia1736,UNITED STATES,34.2721578,-88.7379271,5,ACKIA,1736,"['Louisiana', 'Chickasaw', 'French', 'Mississippi', 'French', 'Indian', 'New Orleans']",CHICKASAW-FRENCH WAR,CHICKASAWS,FRANCE,CHICKASAWS,FRANCE,1,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aclea851,UNITED KINGDOM,51.4268318,0.3545853,5,ACLEA,851,"['Britain', 'London', 'Thames']",VIKING RAIDS ON BRITAIN,WESSEX,DANISH VIKINGS,WESSEX,DANISH VIKINGS,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acomo Pueblo1598,UNITED STATES,34.8963361,-107.5910634,6,ACOMO PUEBLO,1598,[],SPANISH CONQUEST OF NEW MEXICO,SPAIN,PUEBLO INDIANS,SPAIN,PUEBLO INDIANS,1,LAND,,BATTLE FOLLOWED BY MASSACRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acosta-Nu1869,PARAGUAY,-25.419142,-57.5445587,6,ACOSTA-NU,1869,"['Piribebuy', 'Brazilian']",WAR OF THE TRIPLE              ALLIANCE,BRAZIL,PARAGUAY,BRAZIL,PARAGUAY,2,LAND,,NO,"CLODFELTER, WARFARE AND ARMED CONFLICT, P322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acqui1799,ITALY,44.6763846,8.4670285,6,ACQUI,1799,"['French', 'French', 'Italy', 'Russian', 'French', 'Austrian', 'Russian', 'French']",FRENCH REVOLUTIONARY WARS (2ND COALITION),"AUSTRIA, RUSSIA",FRANCE,"AUSTRIA, RUSSIA",FRANCE,3,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, LONDON 2014, P510 - ASSUMING NUMBERS BROADLY SIMILAR TO NOVI LIGURE THREE DAYS LATER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acragas-262,ITALY,37.3094075,13.5859823,6,ACRAGAS,-262,"['Rome', 'Acragas', 'Sicily', 'Carthaginian', 'Rome', 'Romans']",['PUNIC WAR'],ROME,CARTHAGE,ROME,CARTHAGE,3,LAND,,NO,"A GLOBAL HISTORY OF PRE MODERN WARFARE, KAUSHIK ROY, 2021, P111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acragas-406,ITALY,37.3094075,13.5859823,6,ACRAGAS,-406,"['Carthaginian', 'Greek', 'Acragas', 'Spartans']",CARTHAGINIAN-SYRACUSAN WARS,CARTHAGE,SYRACUSE,CARTHAGE,SYRACUSE,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acre1104,ISRAEL,32.933052,35.082678,6,ACRE,1104,"['Crusader-Muslim', 'Jerusalem', 'Genoese', 'Genoese', 'Bena Zahr']",CRUSADER-MUSLIM WARS,"GENOA, KINGDOM OF JERUSALEM",FATIMID CALIPHATE,"GENOA, KINGDOM OF JERUSALEM",FATIMID CALIPHATE,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acre1189-1191,ISRAEL,32.933052,35.082678,6,ACRE,1189,"['Haifa', 'Kurdish-Muslim', 'England', 'Muslim']",THIRD CRUSADE,ENGLAND,AYYUBID CALIPHATE,ENGLAND,AYYUBID CALIPHATE,3,LAND,,BATTLE FOLLOWED BY MASSACRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acre1291,ISRAEL,32.933052,35.082678,6,ACRE,1291,"['Muslim', 'Christian']",LATER CRUSADER-MUSLIM WARS,MAMLUKES,"KINGDOM OF JERUSALEM, KNIGHTS HOSPITALLIER, KNIGHTS TEMPLAR, TEUTONIC KNIGHTS",MAMLUKES,"KINGDOM OF JERUSALEM, KNIGHTS HOSPITALLIER, KNIGHTS TEMPLAR, TEUTONIC KNIGHTS",3,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, LONDON 2014, P225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acre1799,ISRAEL,32.933052,35.082678,7,ACRE,1799,"['French', 'Egypt', 'Egypt', 'Syria', 'Haifa', 'British', 'Egypt']",FRENCH REVOLUTIONARY WARS,"PASHA OF ACRE, UNITED KINGDOM",FRANCE,"PASHA OF ACRE, UNITED KINGDOM",FRANCE,2,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, P508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acre1831,ISRAEL,32.933052,35.082678,7,ACRE,1831,"['Egyptian', 'War                                          ', 'Egyptian', 'Turkish', 'Syria', 'Gaza', 'Jaffa', 'Jerusalem', 'Anatolia', 'Turks']",1ST TURKO-EGYPTIAN WAR,EGYPT,TURKEY,EGYPT,TURKEY,2,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, LONDON, 2014, P594. ASSUMING IBRAHIM PASHA'S FORCE TO BE ROUGHLY SIMILAR IN SIZE TO THE FORCE AT THE SUBSEQUENT BATTLE OF KONYA, AND THE ATTACKERS TO OUTNUMBER THE DEFENDERS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acre1840,ISRAEL,32.933052,35.082678,7,ACRE,1840,"['Turko', 'Egyptian', 'Turkey', 'Nezib', 'Syria', 'Turkish', 'European', 'Beirut', 'British', 'Turkish']",2ND TURKO-EGYPTIAN WAR,"UNITED KINGDOM, AUSTRIA",EGYPT,"UNITED KINGDOM, AUSTRIA",EGYPT,2,LAND AND SEA,,NO,"ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, LONDON 2014, P594. SOURCE STATES EIGHT SHIPS OF THE LINE INVOLVED. SHIP OF THE LINE CREW 600-800 APPROX. HTTPS://WWW.BRITANNICA.COM/TECHNOLOGY/SHIP-OF-THE-LINE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acropolis1821,GREECE,37.9715323,23.7257492,7,ACROPOLIS,1821,[],GREEK WAR OF INDEPENDENCE,GREEK REBELS,GREEK MUSLIMS,GREEK REBELS,GREEK MUSLIMS,1,LAND,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acropolis1826-1827,GREECE,37.9715323,23.7257492,7,ACROPOLIS,1826,"['Athens', 'Acropolis', 'Yannis', 'British', 'Acropolis', 'Chaidari', 'Turkey', 'Greece']",['GREEK WAR'],OTTOMAN EMPIRE,GREEK REBELS,OTTOMAN EMPIRE,GREEK REBELS,2,LAND,,BATTLE FOLLOWED BY MASSACRE,"CLODFELTER, WARFARE AND ARMED CONFLICT, P191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acs1849,HUNGARY,47.7112968,18.0103464,7,ACS,1849,"['Hungarian', 'Austria', 'Hungary', 'Russia', 'Hungarian', 'Komarom', 'Budapest', 'Temesvar']",HUNGARIAN REVOLUTIONARY WAR,DRAW,,HUNGARIAN REBELS,"RUSSIA, AUSTRIA",3,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, LONDON 2014, P650. ASSUMING ARMY SIZES BROADLY SIMILAR TO THOSE AT TEMESVAR LATER IN THE YEAR (SAME COMMANDERS AND SIDES)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actium-31,GREECE,38.9176738,20.797808,7,ACTIUM,-31,"['Roman', 'Octavians', 'Greece', 'Preveza', 'Antonys', 'Egypt']",WARS OF THE SECOND TRIUMVIRATE,OCTAVIANS' FORCES,MARK ANTHONY'S ARMY,OCTAVIANS' FORCES,MARK ANTHONY'S ARMY,3,SEA,,NO,"HTTPS://WWW.BRITANNICA.COM/EVENT/BATTLE-OF-ACTIUM-ANCIENT-ROMAN-HISTORY; WARFARE IN THE CLASSICAL WORLD, JOHN WARRY, 1980, P185",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aculco1810,MEXICO,20.0985989,-99.8275861,7,ACULCO,1810,"['Mexican', 'Mexico City', 'Guadalajara', 'Royalist']",MEXICAN WAR OF INDEPENDENCE,SPAIN,MEXICAN REBELS,SPAIN,MEXICAN REBELS,4,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, LONDON 2014, P560. ASSUMING HIDALGO'S FORCE TO BE APPROXIMATELY SIMILAR TO THAT FIELDED AT CALDERON BRIDGE EARLY THE FOLLOWING YEAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acultzingo1862,MEXICO,18.7156563,-97.3077659,8,ACULTZINGO,1862,"['Mexican', 'French', 'Mexico', 'Acultzingo', 'Mexican', 'French']",MEXICAN-FRENCH WAR,FRANCE,MEXICAN LIBERALS,FRANCE,MEXICAN LIBERALS,2,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, LONDON 2014, P663. HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P10-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad Decimum533,TUNISIA,36.8592738,10.3137703,9,AD DECIMUM,533,"['North Africa', 'Romans']",VANDAL WAR IN AFRICA,BYZANTIUM,VANDAL KINGDOM IN AFRICA,BYZANTIUM,VANDAL KINGDOM IN AFRICA,4,LAND,,NO,"ENCYCLOPEDIA OF WARFARE, AMBER BOOKS, LONDON 2014, P167-168. STATES THAT 10-12,000 VANDALS WERE KILLED BUT THAT THE MAJORITY OF THE ARMY 'REMAINDED INTACT', WHICH IMPLIES AN ORIGINAL STRENGTH OF OVER 20,000. ROMAN STRENGTH 8,000. HUTCHINSON DICTIONARY OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad Salices377,ROMANIA,45.0260948,29.1896499,12,AD SALICES,377,"['Roman', 'Trajan', 'Goths', 'Valens']",['GOTHIC WAR'],DRAW,,GOTHS,ROME,,LAND,,NO,HTTP://WWW.PERSEUS.TUFTS.EDU/HOPPER/TEXT?DOC=PERSEUS%3ATEXT%3A1999.04.0064%3AENTRY%3DSALICES-GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adairsville1864,UNITED STATES,34.3687021,-84.9341093,8,ADAIRSVILLE,1864,"['Georgia', 'Atlanta', 'Chattanooga', 'Calhoun', 'Cassville', 'Dallas']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,UNITED STATES,CONFEDERATE STATES OF AMERICA,,LAND,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
