ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Theatre,Massacre,all_participants,nuclear_countries_involved,active_nuclear_countries_during_conflict
"Plymouth, England1652",UNITED KINGDOM,50.3754565,-4.1426565,804,"PLYMOUTH, ENGLAND",1652.0,"['England', 'Dutch', 'English', 'Dutch']",1ST DUTCH WAR,NETHERLANDS,ENGLAND,SEA,NO,"[""['England'"", ""'Dutch'"", ""'English'"", ""'Dutch']"", 'NETHERLANDS', 'ENGLAND']",united kingdom,None
"Plymouth, North Carolina1864",UNITED STATES,35.8549484,-76.785323,804,"PLYMOUTH, NORTH CAROLINA",1864.0,"['North Carolina', 'North Carolina', 'Plymouth']",AMERICAN CIVIL WAR,CONFEDERATE STATES OF AMERICA,UNITED STATES,LAND,NO,"[""['North Carolina'"", ""'North Carolina'"", ""'Plymouth']"", 'CONFEDERATE STATES OF AMERICA', 'UNITED STATES']",united states,None
Po Valley1945,ITALY,44.9999991,10.4912452,815,PO VALLEY,1945.0,"['Italy', 'Bologna', 'American', 'Venice', 'German', 'Italy']",WORLD WAR II,"UNITED KINGDOM, UNITED STATES",GERMANY,LAND,NO,"[""['Italy'"", ""'Bologna'"", ""'American'"", ""'Venice'"", ""'German'"", ""'Italy']"", 'UNITED KINGDOM', 'UNITED STATES', 'GERMANY']","united states, united kingdom",united states
Podgoritza1712,MONTENEGRO,42.4304196,19.2593642,805,PODGORITZA,1712.0,"['Montenegro', 'Montenegro', 'Montenegro', 'Turkey']",OTTOMAN INVASION OF MONTENEGRO,MONTENEGRO,OTTOMAN EMPIRE,LAND,NO,"[""['Montenegro'"", ""'Montenegro'"", ""'Montenegro'"", ""'Turkey']"", 'MONTENEGRO', 'OTTOMAN EMPIRE']",None,None
Podhajce1667,UKRAINE,49.2744124,25.1313297,805,PODHAJCE,1667.0,"['Russo', 'Poland', 'Moscow', 'Russian', 'Piotr', 'Ukraine', 'Polish', 'Polish']",RUSSO-POLISH WARS,POLAND,"COSSACKS, CRIMEAN TATAR KHANATE",LAND,NO,"[""['Russo'"", ""'Poland'"", ""'Moscow'"", ""'Russian'"", ""'Piotr'"", ""'Ukraine'"", ""'Polish'"", ""'Polish']"", 'POLAND', 'COSSACKS', 'CRIMEAN TATAR KHANATE']",None,None
Podol1866,CZECHIA,50.5712944,15.0611423,805,PODOL,1866.0,"['Austrian', 'Prussian', 'Turnau', 'Podol', 'Austrians']",SEVEN WEEKS WAR,PRUSSIA,AUSTRIA,LAND,NO,"[""['Austrian'"", ""'Prussian'"", ""'Turnau'"", ""'Podol'"", ""'Austrians']"", 'PRUSSIA', 'AUSTRIA']",None,None
Poelcappelle1917,BELGIUM,50.9176532,2.9565978,805,POELCAPPELLE,1917.0,"['Poelcappelle', 'Australians', 'British']",WORLD WAR I,GERMANY,"AUSTRALIA, UNITED KINGDOM",LAND,NO,"[""['Poelcappelle'"", ""'Australians'"", ""'British']"", 'GERMANY', 'AUSTRALIA', 'UNITED KINGDOM']",united kingdom,None
Poggibonzi1479,ITALY,43.4725646,11.146754,805,POGGIBONZI,1479.0,"['Naples', 'Tuscany', 'Florentines', 'Siena', 'Poggibonzi']",FLORENTINE-NEAPOLITAN WAR,"NAPLES, SIENA, CALABRIA",FLORENCE,LAND,NO,"[""['Naples'"", ""'Tuscany'"", ""'Florentines'"", ""'Siena'"", ""'Poggibonzi']"", 'NAPLES', 'SIENA', 'CALABRIA', 'FLORENCE']",None,None
Point Pelee1763,UNITED STATES,41.962776,-82.5206287,805,POINT PELEE,1763.0,"['Detroit', 'Ottawa', 'Fort Niagara', 'Point Pelee', 'Niagara']",PONTIACS WAR,OTTAWA INDIANS,UNITED KINGDOM,LAND,NO,"[""['Detroit'"", ""'Ottawa'"", ""'Fort Niagara'"", ""'Point Pelee'"", ""'Niagara']"", 'OTTAWA INDIANS', 'UNITED KINGDOM']",united kingdom,None
Point Pleasant1774,UNITED STATES,38.8393157,-82.1429478,805,POINT PLEASANT,1774.0,"['Indian', 'Virginian', 'Kentucky', 'Ohio', 'Shaw-', 'Gwynn Island']",DUNMORE'S WAR,VIRGINIA,PAWNEE INDIANS,LAND,NO,"[""['Indian'"", ""'Virginian'"", ""'Kentucky'"", ""'Ohio'"", ""'Shaw-'"", ""'Gwynn Island']"", 'VIRGINIA', 'PAWNEE INDIANS']",None,None
Poison Spring1864,UNITED STATES,33.6387678,-93.0063858,806,POISON SPRING,1864.0,"['Arkansas', 'Camden', 'Camden']",AMERICAN CIVIL WAR,CONFEDERATE STATES OF AMERICA,UNITED STATES,LAND,BATTLE FOLLOWED BY MASSACRE,"[""['Arkansas'"", ""'Camden'"", ""'Camden']"", 'CONFEDERATE STATES OF AMERICA', 'UNITED STATES']",united states,None
Poitiers1356,FRANCE,46.5055454,0.3841031,806,POITIERS,1356.0,"['Breton', 'England', 'France', 'France', 'England', 'French']",HUNDRED YEARS WAR,ENGLAND,FRANCE,LAND,NO,"[""['Breton'"", ""'England'"", ""'France'"", ""'France'"", ""'England'"", ""'French']"", 'ENGLAND', 'FRANCE']","france, united kingdom",None
Poitiers1569,FRANCE,46.580224,0.340375,806,POITIERS,1569.0,"['German', 'Catholic', 'Moncontour']",3RD FRENCH WAR OF RELIGION,FRENCH CATHOLICS,FRENCH PROTESTANTS,LAND,NO,"[""['German'"", ""'Catholic'"", ""'Moncontour']"", 'FRENCH CATHOLICS', 'FRENCH PROTESTANTS']",None,None
Pol de Leon1346,FRANCE,48.6620661,-3.9924156,884,POL DE LEON,1346.0,"['the Dukedom of Brittany', 'French', 'Blois']",HUNDRED YEARS WAR,ENGLAND,FRANCE,LAND,NO,"[""['the Dukedom of Brittany'"", ""'French'"", ""'Blois']"", 'ENGLAND', 'FRANCE']","france, united kingdom",None
Poland1939,POLAND,51.919438,19.145136,806,POLAND,1939.0,"['Poland', 'German', 'Poland', 'Polish']",WORLD WAR II,GERMANY,POLAND,LAND,NO,"[""['Poland'"", ""'German'"", ""'Poland'"", ""'Polish']"", 'GERMANY', 'POLAND']",None,None
Pollentia402,ITALY,44.6884273,7.8884297,806,POLLENTIA,402.0,"['Roman Empire', 'Pollenza', 'Stilicho', 'Verona']",GOTH INVASION OF THE ROMAN EMPIRE,ROME,GOTHS,LAND,NO,"[""['Roman Empire'"", ""'Pollenza'"", ""'Stilicho'"", ""'Verona']"", 'ROME', 'GOTHS']",None,None
Pollilore1781,INDIA,12.9706998,79.705191,806,POLLILORE,1781.0,"['Mysore', 'India']",2ND BRITISH-MYSORE WAR,UNITED KINGDOM,MYSORE,LAND,NO,"[""['Mysore'"", ""'India']"", 'UNITED KINGDOM', 'MYSORE']",united kingdom,None
Polo1899,PHILIPPINES,15.0163,120.7307113,806,POLO,1899.0,"['American', 'Manila', 'Caloocan', 'Philippine', 'American', 'Malinta']",PHILIPPINE AMERICAN WAR,UNITED STATES,PHILIPPINES,LAND,NO,"[""['American'"", ""'Manila'"", ""'Caloocan'"", ""'Philippine'"", ""'American'"", ""'Malinta']"", 'UNITED STATES', 'PHILIPPINES']",united states,None
Polonka1660,BELARUS,53.1451436,25.7200552,806,POLONKA,1660.0,"['Russo', 'Poles', 'Vilna', 'Lithuania', 'Polonka', 'Novogrudok']",RUSSO-POLISH WAR,POLAND,RUSSIA,LAND,NO,"[""['Russo'"", ""'Poles'"", ""'Vilna'"", ""'Lithuania'"", ""'Polonka'"", ""'Novogrudok']"", 'POLAND', 'RUSSIA']",russia,None
Polotsk (1st)1812,BELARUS,55.4831573,28.7990619,807,POLOTSK (1ST),1812.0,"['Napoleonic', 'Russian', 'Russia', 'Polotsk', 'Prince Ludwig Wittgenstein', 'Bavarian', 'Russians', 'French']",NAPOLEONIC WARS,"FRANCE, BAVARIA",RUSSIA,LAND,NO,"[""['Napoleonic'"", ""'Russian'"", ""'Russia'"", ""'Polotsk'"", ""'Prince Ludwig Wittgenstein'"", ""'Bavarian'"", ""'Russians'"", ""'French']"", 'FRANCE', 'BAVARIA', 'RUSSIA']","russia, france",None
Polotsk (2nd)1812,BELARUS,55.4831573,28.7990619,807,POLOTSK (2ND),1812.0,"['Napoleonic', 'Russian', 'Moscow']",NAPOLEONIC WARS,RUSSIA,"FRANCE, BAVARIA",LAND,NO,"[""['Napoleonic'"", ""'Russian'"", ""'Moscow']"", 'RUSSIA', 'FRANCE', 'BAVARIA']","france, russia",None
Polotsk1563,BELARUS,55.4831573,28.7990619,807,POLOTSK,1563.0,"['Poland', 'Russia', 'Lithuanian', 'Moscow']",LIVONIAN WAR,RUSSIA,POLAND-LITHUANIA,LAND,NO,"[""['Poland'"", ""'Russia'"", ""'Lithuanian'"", ""'Moscow']"", 'RUSSIA', 'POLAND-LITHUANIA']",russia,None
Polotsk1579,BELARUS,55.4831573,28.7990619,807,POLOTSK,1579.0,"['Russia', 'Poland', 'Russia', 'Polotsk']",LIVONIAN WAR,POLAND,RUSSIA,LAND,NO,"[""['Russia'"", ""'Poland'"", ""'Russia'"", ""'Polotsk']"", 'POLAND', 'RUSSIA']",russia,None
Poltava1658,UKRAINE,49.588267,34.5514169,807,POLTAVA,1658.0,"['Russo', 'Ukraine', 'Poltava']",RUSSO-POLISH WARS,ANTI-RUSSIAN COSSACKS,PRO-RUSSIAN COSSACKS,LAND,BATTLE FOLLOWED BY MASSACRE,"[""['Russo'"", ""'Ukraine'"", ""'Poltava']"", 'ANTI-RUSSIAN COSSACKS', 'PRO-RUSSIAN COSSACKS']",None,None
Poltava1709,UKRAINE,49.588267,34.5514169,807,POLTAVA,1709.0,"['Russia', 'Sweden', 'Poltava', 'Russian', 'Swedes', 'Turkish']",2ND GREAT NORTHERN WAR,RUSSIA,SWEDEN,LAND,NO,"[""['Russia'"", ""'Sweden'"", ""'Poltava'"", ""'Russian'"", ""'Swedes'"", ""'Turkish']"", 'RUSSIA', 'SWEDEN']",russia,None
Polygon Wood1917,FRANCE,50.8522905,2.9839605,807,POLYGON WOOD,1917.0,['German'],WORLD WAR I,UNITED KINGDOM,GERMANY,LAND,NO,"[""['German']"", 'UNITED KINGDOM', 'GERMANY']",united kingdom,None
Pombal1811,PORTUGAL,39.9167748,-8.6321415,807,POMBAL,1811.0,"['Napoleonic', 'French', 'Portugal', 'Wellington', 'Pombal']",NAPOLEONIC WARS,KING'S GERMAN LEGION,FRANCE,LAND,NO,"[""['Napoleonic'"", ""'French'"", ""'Portugal'"", ""'Wellington'"", ""'Pombal']"", ""KING'S GERMAN LEGION"", 'FRANCE']",france,None
Pompeii-89,ITALY,40.7461572,14.4989344,808,POMPEII,-89.0,"['Samnite', 'Italy', 'Roman', 'Asculum', 'Samnite']",ROMAN SOCIAL WAR,ROME,"MARSI, SAMNITES",LAND,NO,"[""['Samnite'"", ""'Italy'"", ""'Roman'"", ""'Asculum'"", ""'Samnite']"", 'ROME', 'MARSI', 'SAMNITES']",None,None
Poncha Pass1855,UNITED STATES,38.4222195,-106.0957163,808,PONCHA PASS,1855.0,"['Fort Union', 'Poncha', 'Salida', 'Indian']",UTE INDIAN WARS,UNITED STATES,UTE INDIANS,LAND,NO,"[""['Fort Union'"", ""'Poncha'"", ""'Salida'"", ""'Indian']"", 'UNITED STATES', 'UTE INDIANS']",united states,None
Ponda1675,INDIA,15.3991304,74.0123851,808,PONDA,1675.0,"['Indias', 'Ponda', 'Goa', 'Bijapur']",BIJAPUR-MARATHA WARS,MARATHAS,BIJAPUR,LAND,BATTLE FOLLOWED BY MASSACRE,"[""['Indias'"", ""'Ponda'"", ""'Goa'"", ""'Bijapur']"", 'MARATHAS', 'BIJAPUR']",None,None
Pondicherry1748,INDIA,11.9415915,79.8083133,808,PONDICHERRY,1748.0,"['British', 'European', 'Indian', 'French', 'British']",1ST CARNATIC WAR,FRANCE,UNITED KINGDOM,LAND,NO,"[""['British'"", ""'European'"", ""'Indian'"", ""'French'"", ""'British']"", 'FRANCE', 'UNITED KINGDOM']","france, united kingdom",None
Pondicherry1759,INDIA,11.9415915,79.8083133,808,PONDICHERRY,1759.0,"['India', 'French', 'British', 'India', 'French']",SEVEN YEARS WAR,UNITED KINGDOM,FRANCE,SEA,NO,"[""['India'"", ""'French'"", ""'British'"", ""'India'"", ""'French']"", 'UNITED KINGDOM', 'FRANCE']","france, united kingdom",None
Pondicherry1760-1761,INDIA,11.9415915,79.8083133,808,PONDICHERRY,,"['India', 'France', 'Britain', 'India', 'French', 'India']",SEVEN YEARS WAR,UNITED KINGDOM,FRANCE,LAND,NO,"[""['India'"", ""'France'"", ""'Britain'"", ""'India'"", ""'French'"", ""'India']"", 'UNITED KINGDOM', 'FRANCE']",None,None
Pondicherry1778,INDIA,11.9415915,79.8083133,808,PONDICHERRY,1778.0,"['British', 'French', 'India', 'French']",WAR OF THE AMERICAN REVOLUTION,UNITED KINGDOM,FRANCE,LAND,NO,"[""['British'"", ""'French'"", ""'India'"", ""'French']"", 'UNITED KINGDOM', 'FRANCE']","france, united kingdom",None
Pont de Gravereau1793,FRANCE,46.7499973,-1.0961629,809,PONT DE GRAVEREAU,1793.0,"['French', 'France', 'Royalist', 'Republican']",FRENCH REVOLUTIONARY WARS (VENDEE WAR),VENDEEN REBELS,FRANCE,LAND,NO,"[""['French'"", ""'France'"", ""'Royalist'"", ""'Republican']"", 'VENDEEN REBELS', 'FRANCE']",france,None
Pont-a-Chin1794,BELGIUM,50.64402,3.34469,808,PONT-A-CHIN,1794.0,"['French', 'Austrian', 'Tourcoing', 'Belgium', 'Lille', 'British', 'French']",FRENCH REVOLUTIONARY WARS (1ST COALITION),DRAW,,LAND,NO,"[""['French'"", ""'Austrian'"", ""'Tourcoing'"", ""'Belgium'"", ""'Lille'"", ""'British'"", ""'French']"", 'DRAW', '']",None,None
Pontarlier1871,FRANCE,46.9041039,6.354242,809,PONTARLIER,1871.0,"['French', 'Belfort', 'Hericourt', 'Switzerland']",FRANCO-PRUSSIAN WAR,PRUSSIA,FRANCE,LAND,NO,"[""['French'"", ""'Belfort'"", ""'Hericourt'"", ""'Switzerland']"", 'PRUSSIA', 'FRANCE']",france,None
Ponte Nuovo1768,FRANCE,42.4844269,9.2726852,"CLODFELTER, P86",PONTE NUOVO,,,FRENCH CONQUEST OF CORSICA,FRANCE,CORSICAN REBELS,LAND,NO,"['', 'FRANCE', 'CORSICAN REBELS']",None,None
Pontesbury661,UNITED KINGDOM,52.650156,-2.883185,809,PONTESBURY,661.0,['Anglo'],ANGLO-SAXON TERRITORIAL WAR,MERCIA,WESSEX,LAND,NO,"[""['Anglo']"", 'MERCIA', 'WESSEX']",None,None
Pontevert-57,FRANCE,49.5649922,4.5018259,"HARBOTTLE'S, P203",PONTEVERT,-57.0,,ROME'S LATER GALLIC WARS,ROME,SUEVI,LAND,NO,"['', 'ROME', 'SUEVI']",None,None
Pontoise1441,FRANCE,49.050966,2.100645,809,PONTOISE,1441.0,"['French', 'Paris']",HUNDRED YEARS WAR,FRANCE,ENGLAND,LAND,NO,"[""['French'"", ""'Paris']"", 'FRANCE', 'ENGLAND']","france, united kingdom",None
Ponts-de-Ce1620,FRANCE,47.424616,-0.524654,809,PONTS-DE-CE,1620.0,"['French', 'France', 'Queen', 'Queens', 'Royal']",FRENCH CIVIL WAR,KING LOUIS XIII,QUEEN MOTHER MARIE DE MEDICI,LAND,NO,"[""['French'"", ""'France'"", ""'Queen'"", ""'Queens'"", ""'Royal']"", 'KING LOUIS XIII', 'QUEEN MOTHER MARIE DE MEDICI']",None,None
Pontvallain1370,FRANCE,47.751156,0.192151,809,PONTVALLAIN,1370.0,"['France', 'English', 'Brittany']",HUNDRED YEARS WAR,FRANCE,ENGLAND,LAND,NO,"[""['France'"", ""'English'"", ""'Brittany']"", 'FRANCE', 'ENGLAND']","france, united kingdom",None
Poona1663,INDIA,18.5204303,73.8567437,809,POONA,1663.0,"['Mughal', 'India', 'Bapuji', 'Poona']",MUGHAL-MARATHA WARS,MARATHAS,MUGHAL EMPIRE,LAND,NO,"[""['Mughal'"", ""'India'"", ""'Bapuji'"", ""'Poona']"", 'MARATHAS', 'MUGHAL EMPIRE']",None,None
Poona1780,INDIA,18.5204303,73.8567437,"CLODFELTER, P112",POONA,1780.0,,1ST BRITISH-MYSORE WAR,MARATHAS,UNITED KINGDOM,LAND,NO,"['', 'MARATHAS', 'UNITED KINGDOM']",united kingdom,None
Poona1802,INDIA,18.5204303,73.8567437,810,POONA,1802.0,"['Poona', 'British', 'Holkar', 'Uri', 'Pakistan', 'Indian']",MARATHA TERRITORIAL WARS,INDORE,"GWALIOR, PESHWA",LAND,NO,"[""['Poona'"", ""'British'"", ""'Holkar'"", ""'Uri'"", ""'Pakistan'"", ""'Indian']"", 'INDORE', 'GWALIOR', 'PESHWA']",None,None
Poonch1947,INDIA,33.6460428,74.0030972,810,POONCH,1947.0,[],1ST INDO-PAKISTAN WAR,INDIA,PRO-PAKISTAN TRIBESMEN,LAND,NO,"['[]', 'INDIA', 'PRO-PAKISTAN TRIBESMEN']",india,None
Poonch1947,INDIA,33.6460428,74.0030972,810,POONCH,1947.0,[],1ST INDO-PAKISTAN WAR,INDIA,PRO-PAKISTAN TRIBESMEN,LAND,NO,"['[]', 'INDIA', 'PRO-PAKISTAN TRIBESMEN']",india,None
Poplar Grove1900,SOUTH AFRICA,-29.0889849,25.350236,810,POPLAR GROVE,1900.0,"['Paardeberg', 'British']",2ND ANGLO-BOER WAR,"UNITED KINGDOM, AUSTRALIA","TRANSVAAL, ORANGE FREE STATE",LAND,NO,"[""['Paardeberg'"", ""'British']"", 'UNITED KINGDOM', 'AUSTRALIA', 'TRANSVAAL', 'ORANGE FREE STATE']",united kingdom,None
Poplar Springs Church1864,UNITED STATES,38.0183034,-78.4332696,810,POPLAR SPRINGS CHURCH,1864.0,['Virginia'],AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,LAND,NO,"[""['Virginia']"", 'UNITED STATES', 'CONFEDERATE STATES OF AMERICA']",united states,None
Porici1420,CZECHIA,49.7826132,14.4732268,810,PORICI,1420.0,"['Hungary', 'Bohemia', 'Prague', 'Prague']",HUSSITE WARS,HUSSITES,HABSBURG EMPIRE,LAND,NO,"[""['Hungary'"", ""'Bohemia'"", ""'Prague'"", ""'Prague']"", 'HUSSITES', 'HABSBURG EMPIRE']",None,None
Pork Chop Hill1953,KOREA,38.0003642,127.1103363,810,PORK CHOP HILL,1953.0,['Chinese'],KOREAN WAR,CHINA,UNITED STATES,LAND,NO,"[""['Chinese']"", 'CHINA', 'UNITED STATES']","china, united states",united states
Pornic1793,FRANCE,47.115491,-2.104444,810,PORNIC,1793.0,"['French', 'France', 'Pornic', 'Pornic']",FRENCH REVOLUTIONARY WAR (VENDEE WAR),FRANCE,VENDEEN REBELS,LAND,NO,"[""['French'"", ""'France'"", ""'Pornic'"", ""'Pornic']"", 'FRANCE', 'VENDEEN REBELS']",france,None
Port Arthur1894,CHINA,38.783333,121.25,810,PORT ARTHUR,1894.0,"['Sino-Japanese', 'Japanese', 'Korea', 'China', 'Jinzhou', 'Lushun', 'Manchuria']",SINO-JAPANESE WAR,JAPAN,CHINA,LAND,NO,"[""['Sino-Japanese'"", ""'Japanese'"", ""'Korea'"", ""'China'"", ""'Jinzhou'"", ""'Lushun'"", ""'Manchuria']"", 'JAPAN', 'CHINA']",china,None
Port Arthur1904,CHINA,38.783333,121.25,811,PORT ARTHUR,1904.0,['Japanese'],RUSSO-JAPANESE WAR,JAPAN,RUSSIA,LAND,NO,"[""['Japanese']"", 'JAPAN', 'RUSSIA']",russia,None
Port Gibson1863,UNITED STATES,31.9495677,-91.0347292,811,PORT GIBSON,1863.0,"['Confederate Vicksburg', 'Mississippi', 'Pierre Bayou', 'Mississippi', 'Vicksburg']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,LAND,NO,"[""['Confederate Vicksburg'"", ""'Mississippi'"", ""'Pierre Bayou'"", ""'Mississippi'"", ""'Vicksburg']"", 'UNITED STATES', 'CONFEDERATE STATES OF AMERICA']",united states,None
Port Harcourt1968,NIGERIA,4.815554,7.0498442,811,PORT HARCOURT,1968.0,"['Onitsha', 'Nigerian']",BIAFRAN WAR,NIGERIA,BIAFRAN REBELS,LAND,NO,"[""['Onitsha'"", ""'Nigerian']"", 'NIGERIA', 'BIAFRAN REBELS']",None,None
Port Hudson1863,UNITED STATES,30.6915855,-91.2812522,811,PORT HUDSON,1863.0,"['American', 'Mississippi', 'Baton Rouge', 'Vicksburg']",AMERICAN CIVIL WAR,UNITED STATES,CONFEDERATE STATES OF AMERICA,LAND,NO,"[""['American'"", ""'Mississippi'"", ""'Baton Rouge'"", ""'Vicksburg']"", 'UNITED STATES', 'CONFEDERATE STATES OF AMERICA']",united states,None
Port Mahon1756,FRANCE,39.9121302,4.121076,812,PORT MAHON,1756.0,"['France', 'Minorca', 'British', 'Minorca']",SEVEN YEARS WAR,FRANCE,UNITED KINGDOM,LAND,NO,"[""['France'"", ""'Minorca'"", ""'British'"", ""'Minorca']"", 'FRANCE', 'UNITED KINGDOM']","france, united kingdom",None
Port Republic1862,UNITED STATES,38.2962557,-78.8193351,813,PORT REPUBLIC,1862.0,"['Port Republic', 'American', 'Port Republic']",AMERICAN CIVIL WAR,CONFEDERATE STATES OF AMERICA,UNITED STATES,LAND,NO,"[""['Port Republic'"", ""'American'"", ""'Port Republic']"", 'CONFEDERATE STATES OF AMERICA', 'UNITED STATES']",united states,None
"Port Royal, Nova Scotia1614",CANADA,44.7169554,-65.6123788,813,"PORT ROYAL, NOVA SCOTIA",1614.0,"['French', 'British', 'Virginia', 'French']",ANGLO-FRENCH WARS IN NORTH AMERICA,ENGLAND,FRANCE,LAND AND SEA,BATTLE FOLLOWED BY MASSACRE,"[""['French'"", ""'British'"", ""'Virginia'"", ""'French']"", 'ENGLAND', 'FRANCE']","france, united kingdom",None
"Port Royal, Nova Scotia1690",CANADA,44.7169554,-65.6123788,813,"PORT ROYAL, NOVA SCOTIA",1690.0,"['American', 'Acadia', 'France']",KING WILLIAM'S WAR,ENGLAND,FRANCE,LAND AND SEA,NO,"[""['American'"", ""'Acadia'"", ""'France']"", 'ENGLAND', 'FRANCE']","france, united kingdom",None
"Port Royal, Nova Scotia1704",CANADA,44.7169554,-65.6123788,813,"PORT ROYAL, NOVA SCOTIA",1704.0,"['American', 'French', 'Acadia', 'French']",QUEEN ANNE'S WAR,FRANCE,MASSACHUSSETTS,LAND AND SEA,NO,"[""['American'"", ""'French'"", ""'Acadia'"", ""'French']"", 'FRANCE', 'MASSACHUSSETTS']",france,None
"Port Royal, Nova Scotia1710",CANADA,44.7169554,-65.6123788,813,"PORT ROYAL, NOVA SCOTIA",1710.0,"['France', 'Acadia', 'British']",QUEEN ANNE'S WAR,UNITED KINGDOM,FRANCE,LAND AND SEA,NO,"[""['France'"", ""'Acadia'"", ""'British']"", 'UNITED KINGDOM', 'FRANCE']","france, united kingdom",None
Port Said1956,EGYPT,31.2386733,32.2501499,814,PORT SAID,1956.0,"['Egypt', 'Anglo-French', 'Egyptians', 'American']",SUEZ CRISIS,"UNITED KINGDOM, FRANCE",EGYPT,LAND AND SEA,NO,"[""['Egypt'"", ""'Anglo-French'"", ""'Egyptians'"", ""'American']"", 'UNITED KINGDOM', 'FRANCE', 'EGYPT']","france, united kingdom",united kingdom
Port Said1956,EGYPT,31.2386733,32.2501499,814,PORT SAID,1956.0,"['Egypt', 'Anglo-French', 'Egyptians', 'American']",SUEZ CRISIS,"UNITED KINGDOM, FRANCE",EGYPT,LAND AND SEA,NO,"[""['Egypt'"", ""'Anglo-French'"", ""'Egyptians'"", ""'American']"", 'UNITED KINGDOM', 'FRANCE', 'EGYPT']","france, united kingdom",united kingdom
Port Walthall Junction1864,UNITED STATES,37.3195562,-77.3623614,814,PORT WALTHALL JUNCTION,1864.0,"['American', 'Petersburg']",AMERICAN CIVIL WAR,CONFEDERATE STATES OF AMERICA,UNITED STATES,LAND,NO,"[""['American'"", ""'Petersburg']"", 'CONFEDERATE STATES OF AMERICA', 'UNITED STATES']",united states,None
Port-au-Prince1803,HAITI,18.594395,-72.3074326,811,PORT-AU-PRINCE,1803.0,"['French', 'Santo', 'British', 'French']",NAPOLEONIC WARS,HAITIAN REBELS,FRANCE,LAND,NO,"[""['French'"", ""'Santo'"", ""'British'"", ""'French']"", 'HAITIAN REBELS', 'FRANCE']",france,None
Portela982,SPAIN,43.0806797,-7.7898963,811,PORTELA,982.0,"['Leonese', 'Muslims', 'Rueda', 'Monterroso', 'Bermudo']",WAR OF LEONESE SUCCESSION,DRAW,,LAND,NO,"[""['Leonese'"", ""'Muslims'"", ""'Rueda'"", ""'Monterroso'"", ""'Bermudo']"", 'DRAW', '']",None,None
"Portland, Dorset1653",UNITED KINGDOM,50.2318504,-2.3157687,811,"PORTLAND, DORSET",1653.0,"['Portland', 'Dutch', 'Portland', 'Blake', 'Dutch']",1ST DUTCH WAR,ENGLAND,NETHERLANDS,SEA,NO,"[""['Portland'"", ""'Dutch'"", ""'Portland'"", ""'Blake'"", ""'Dutch']"", 'ENGLAND', 'NETHERLANDS']",united kingdom,None
"Portland, Maine1813",UNITED STATES,43.6224869,-70.0547227,812,"PORTLAND, MAINE",1813.0,"['Portland', 'Maine', 'American', 'British', 'Portland', 'Maine', 'British']",WAR OF 1812,UNITED STATES,UNITED KINGDOM,SEA,NO,"[""['Portland'"", ""'Maine'"", ""'American'"", ""'British'"", ""'Portland'"", ""'Maine'"", ""'British']"", 'UNITED STATES', 'UNITED KINGDOM']","united states, united kingdom",None
Porto Bello1668,PANAMA,9.549641,-79.657917,812,PORTO BELLO,1668.0,"['Morgans', 'Panama', 'England', 'Spain', 'Cuba', 'Spanish']",MORGAN'S RAID ON PANAMA,ENGLAND,SPAIN,LAND AND SEA,NO,"[""['Morgans'"", ""'Panama'"", ""'England'"", ""'Spain'"", ""'Cuba'"", ""'Spanish']"", 'ENGLAND', 'SPAIN']",united kingdom,None
Porto Bello1739,PANAMA,41.1579438,-8.6291053,812,PORTO BELLO,1739.0,"['Spanish', 'Panama', 'Cartagena', 'Colombia']",WAR OF THE AUSTRIAN SUCCESSION,UNITED KINGDOM,SPAIN,SEA,NO,"[""['Spanish'"", ""'Panama'"", ""'Cartagena'"", ""'Colombia']"", 'UNITED KINGDOM', 'SPAIN']",united kingdom,None
Porto Calvo1635,BRAZIL,-9.1205265,-35.3820982,812,PORTO CALVO,1635.0,"['Dutch', 'Portuguese', 'Brazil', 'Dutch', 'Portuguese', 'Fort Nazare', 'Portuguese', 'Dutch']",DUTCH-PORTUGUESE COLONIAL WARS,PORTUGAL,NETHERLANDS,LAND,NO,"[""['Dutch'"", ""'Portuguese'"", ""'Brazil'"", ""'Dutch'"", ""'Portuguese'"", ""'Fort Nazare'"", ""'Portuguese'"", ""'Dutch']"", 'PORTUGAL', 'NETHERLANDS']",None,None
Porto Calvo1637,BRAZIL,-9.1205265,-35.3820982,812,PORTO CALVO,1637.0,"['Dutch', 'Dutch', 'Nassau', 'Brazil', 'Portuguese', 'Indian', 'Italian']",DUTCH-PORTUGUESE COLONIAL WARS,NETHERLANDS,PORTUGAL,LAND AND SEA,NO,"[""['Dutch'"", ""'Dutch'"", ""'Nassau'"", ""'Brazil'"", ""'Portuguese'"", ""'Indian'"", ""'Italian']"", 'NETHERLANDS', 'PORTUGAL']",None,None
Porto Farina1665,TUNISIA,37.169567,10.1790905,812,PORTO FARINA,1665.0,"['Bizerta', 'English', 'Genoese']",CORSAIR WARS,ENGLAND,BARBARY PIRATES,LAND AND SEA,NO,"[""['Bizerta'"", ""'English'"", ""'Genoese']"", 'ENGLAND', 'BARBARY PIRATES']",united kingdom,None
