"conflict_id","dyad_id","location_inc","side_a","side_a_id","side_a_2nd","side_b","side_b_id","side_b_2nd","incompatibility","territory_name","year","bd_best","bd_low","bd_high","type_of_conflict","battle_location","gwno_a","gwno_a_2nd","gwno_b","gwno_b_2nd","gwno_loc","gwno_battle","region","version"
13324,"14236","KYRGYZSTAN, TAJIKISTAN","GOVERNMENT OF KYRGYZSTAN","132","","GOVERNMENT OF TAJIKISTAN","131","",1,"COMMON BORDER",2021,56,56,56,2,"KYRGYZSTAN, TAJIKISTAN","703","","702","","703, 702","703, 702","3",24.1
13324,"14236","KYRGYZSTAN, TAJIKISTAN","GOVERNMENT OF KYRGYZSTAN","132","","GOVERNMENT OF TAJIKISTAN","131","",1,"COMMON BORDER",2022,150,134,159,2,"KYRGYZSTAN, TAJIKISTAN","703","","702","","703, 702","703, 702","3",24.1
13840,"14953","BURKINA FASO","GOVERNMENT OF BURKINA FASO","78","GOVERNMENT OF FRANCE","IS","234","",1,"ISLAMIC STATE",2019,78,73,137,4,"BURKINA FASO","439","220","","","439","439","4",24.1
13840,"14953","BURKINA FASO","GOVERNMENT OF BURKINA FASO","78","GOVERNMENT OF FRANCE","IS","234","",1,"ISLAMIC STATE",2020,160,131,182,4,"BURKINA FASO","439","220","","","439","439","4",24.1
13840,"14953","BURKINA FASO","GOVERNMENT OF BURKINA FASO","78","GOVERNMENT OF NIGER, GOVERNMENT OF FRANCE, GOVERNMENT OF CHAD, GOVERNMENT OF MALI","IS","234","",1,"ISLAMIC STATE",2021,170,152,176,4,"BURKINA FASO","439","436, 220, 483, 432","","","439","439","4",24.1
13840,"14953","BURKINA FASO","GOVERNMENT OF BURKINA FASO","78","GOVERNMENT OF NIGER, GOVERNMENT OF FRANCE","IS","234","",1,"ISLAMIC STATE",2022,402,252,422,4,"BURKINA FASO","439","436, 220","","","439","439","4",24.1
13840,"14953","BURKINA FASO","GOVERNMENT OF BURKINA FASO","78","","IS","234","",1,"ISLAMIC STATE",2023,817,572,925,3,"BURKINA FASO","439","","","","439","439","4",24.1
13886,"14741","JORDAN","GOVERNMENT OF JORDAN","120","","IS","234","",1,"ISLAMIC STATE",2016,34,34,35,3,"JORDAN, SYRIA","663","","","","663","663, 652","2",24.1
13902,"14701","TURKEY","GOVERNMENT OF TURKEY","115","","IS","234","",1,"ISLAMIC STATE",2016,1107,1102,1107,3,"TURKEY, IRAQ, SYRIA","640","","","","640","640, 652, 645","2",24.1
13902,"14701","TURKEY","GOVERNMENT OF TURKEY","115","","IS","234","",1,"ISLAMIC STATE",2017,750,683,902,3,"TURKEY, SYRIA","640","","","","640","640, 652","2",24.1
13902,"14701","TURKEY","GOVERNMENT OF TURKEY","115","","IS","234","",1,"ISLAMIC STATE",2015,26,26,27,3,"TURKEY, SYRIA","640","","","","640","640, 652","2",24.1
11342,"11971","INDIA","GOVERNMENT OF INDIA","141","","GNLA","1163","",1,"GAROLAND",2012,27,23,27,3,"INDIA","750","","","","750","750","3",24.1
11342,"11971","INDIA","GOVERNMENT OF INDIA","141","","GNLA","1163","",1,"GAROLAND",2014,26,23,32,3,"INDIA","750","","","","750","750","3",24.1
11344,"11977","SUDAN","GOVERNMENT OF SUDAN","112","","REPUBLIC OF SOUTH SUDAN","1129","",1,"ABYEI",2011,145,145,145,3,"SUDAN","625","","","","625","625","4",24.1
11345,"12413","SOUTH SUDAN","GOVERNMENT OF SOUTH SUDAN","113","","SPLM/A - IO","4226","",2,"",2016,735,734,1155,3,"SOUTH SUDAN","626","","","","626","626","4",24.1
11345,"12413","SOUTH SUDAN","GOVERNMENT OF SOUTH SUDAN","113","","SPLM/A - IO","4226","",2,"",2017,484,478,684,3,"SOUTH SUDAN, UGANDA","626","","","","626","500, 626","4",24.1
11345,"12413","SOUTH SUDAN","GOVERNMENT OF SOUTH SUDAN","113","","SPLM/A - IO","4226","",2,"",2018,526,497,727,3,"SOUTH SUDAN","626","","","","626","626","4",24.1
11345,"15195","SOUTH SUDAN","GOVERNMENT OF SOUTH SUDAN","113","","NAS","6794","",2,"",2019,110,102,188,3,"SOUTH SUDAN","626","","","","626","626","4",24.1
11345,"15195","SOUTH SUDAN","GOVERNMENT OF SOUTH SUDAN","113","","NAS","6794","",2,"",2020,58,49,135,3,"SOUTH SUDAN","626","","","","626","626","4",24.1
11345,"17033, 15195","SOUTH SUDAN","GOVERNMENT OF SOUTH SUDAN","113","","SPLM/A - IO - KITGWANG, NAS","8201, 6794","",2,"",2021,188,188,209,3,"SOUTH SUDAN","626","","","","626","626","4",24.1
11345,"11979, 11978","SOUTH SUDAN","GOVERNMENT OF SOUTH SUDAN","113","","SSDM/A, SSLM/A","1124, 1108","",2,"",2011,216,216,326,3,"SOUTH SUDAN","626","","","","626","626","4",24.1
11345,"11979","SOUTH SUDAN","GOVERNMENT OF SOUTH SUDAN","113","","SSLM/A","1124","",2,"",2012,137,137,137,3,"SOUTH SUDAN","626","","","","626","626","4",24.1
11345,"11805, 12413","SOUTH SUDAN","GOVERNMENT OF SOUTH SUDAN","113","","SSDM/A - COBRA FACTION, SPLM/A - IO","3563, 4226","",2,"",2013,926,926,2318,3,"SOUTH SUDAN","626","","","","626","626","4",24.1
11345,"12413","SOUTH SUDAN","GOVERNMENT OF SOUTH SUDAN","113","GOVERNMENT OF UGANDA","SPLM/A - IO","4226","",2,"",2014,1667,719,2993,4,"SOUTH SUDAN","626","500","","","626","626","4",24.1
11345,"12413","SOUTH SUDAN","GOVERNMENT OF SOUTH SUDAN","113","GOVERNMENT OF UGANDA","SPLM/A - IO","4226","",2,"",2015,493,492,522,4,"SOUTH SUDAN","626","500","","","626","626","4",24.1
11346,"15225, 15333, 14059","LIBYA","GOVERNMENT OF LIBYA","111","","FORCES OF KHALIFA AL-GHAWIL, PFLL, FORCES OF THE HOUSE OF REPRESENTATIVES","5802, 6893, 6814","",2,"",2017,308,308,337,3,"LIBYA","620","","","","620","620","4",24.1
11346,"14059","LIBYA","GOVERNMENT OF LIBYA","111","","FORCES OF THE HOUSE OF REPRESENTATIVES","5802","GOVERNMENT OF SUDAN, GOVERNMENT OF UNITED ARAB EMIRATES",2,"",2019,1588,1381,1664,4,"LIBYA","620","","","625, 696","620","620","4",24.1
11346,"14059","LIBYA","GOVERNMENT OF LIBYA","111","GOVERNMENT OF TURKEY","FORCES OF THE HOUSE OF REPRESENTATIVES","5802","",2,"",2020,668,564,784,4,"LIBYA","620","640","","","620","620","4",24.1
11346,"10885, 11980","LIBYA","GOVERNMENT OF LIBYA","111","GOVERNMENT OF ZIMBABWE (RHODESIA)","FORCES OF MUAMMAR GADDAFI, NTC","1126, 1127","",2,"",2011,3762,3722,6285,4,"LIBYA","620","552","","","620","620","4",24.1
11346,"15539","LIBYA","GOVERNMENT OF LIBYA","111","","ASL","7046","",2,"",2013,31,17,61,3,"LIBYA","620","","","","620","620","4",24.1
11346,"14249, 14059","LIBYA","GOVERNMENT OF LIBYA","111","","FORCES OF THE HOUSE OF REPRESENTATIVES, ZINTAN MILITARY COUNCIL","5802, 5940","",2,"",2014,274,274,274,3,"LIBYA","620","","","","620","620","4",24.1
11346,"14059","LIBYA","GOVERNMENT OF LIBYA","111","","FORCES OF THE HOUSE OF REPRESENTATIVES","5802","",2,"",2015,156,156,190,3,"LIBYA","620","","","","620","620","4",24.1
11347,"11986, 12575","MALI","GOVERNMENT OF MALI","72","GOVERNMENT OF BURKINA FASO, GOVERNMENT OF PORTUGAL, GOVERNMENT OF ITALY, GOVERNMENT OF INDONESIA, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF TOGO, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF EGYPT, GOVERNMENT OF MADAGASCAR, GOVERNMENT OF ARMENIA, GOVERNMENT OF GUINEA, GOVERNMENT OF BURUNDI, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF CHINA, GOVERNMENT OF KENYA, GOVERNMENT OF BENIN, GOVERNMENT OF HUNGARY, GOVERNMENT OF ROMANIA, GOVERNMENT OF MAURITANIA, GOVERNMENT OF DENMARK, GOVERNMENT OF SWEDEN, GOVERNMENT OF FINLAND, GOVERNMENT OF CHAD, GOVERNMENT OF BHUTAN, GOVERNMENT OF NEPAL, GOVERNMENT OF BANGLADESH, GOVERNMENT OF CONGO, GOVERNMENT OF NIGERIA, GOVERNMENT OF CAMEROON, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF JORDAN, GOVERNMENT OF LIBERIA, GOVERNMENT OF TUNISIA, GOVERNMENT OF GAMBIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF SENEGAL, GOVERNMENT OF YEMEN (NORTH YEMEN), GOVERNMENT OF NIGER, GOVERNMENT OF LITHUANIA, GOVERNMENT OF TURKEY, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF CAMBODIA (KAMPUCHEA), GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF SWITZERLAND, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF IVORY COAST, GOVERNMENT OF GHANA, GOVERNMENT OF BELGIUM, GOVERNMENT OF GUINEA-BISSAU","AQIM, ANSAR DINE","539, 1157","",2,"",2016,97,97,112,4,"MALI","432","420, 760, 475, 678, 484, 436, 433, 325, 211, 390, 437, 580, 360, 771, 210, 404, 651, 471, 2, 366, 516, 316, 434, 850, 452, 663, 790, 451, 371, 811, 385, 710, 260, 530, 501, 380, 483, 368, 225, 640, 235, 220, 461, 375, 310, 438, 439, 305, 92, 435, 616, 450, 200","","","432","432","4",24.1
11347,"12575, 15108","MALI","GOVERNMENT OF MALI","72","GOVERNMENT OF BURKINA FASO, GOVERNMENT OF PORTUGAL, GOVERNMENT OF ITALY, GOVERNMENT OF INDONESIA, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF TOGO, GOVERNMENT OF SRI LANKA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF EGYPT, GOVERNMENT OF ARMENIA, GOVERNMENT OF GUINEA, GOVERNMENT OF BURUNDI, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF CHINA, GOVERNMENT OF KENYA, GOVERNMENT OF BENIN, GOVERNMENT OF HUNGARY, GOVERNMENT OF ROMANIA, GOVERNMENT OF MAURITANIA, GOVERNMENT OF DENMARK, GOVERNMENT OF SWEDEN, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF CHAD, GOVERNMENT OF BHUTAN, GOVERNMENT OF NEPAL, GOVERNMENT OF BANGLADESH, GOVERNMENT OF BOSNIA-HERZEGOVINA, GOVERNMENT OF NIGERIA, GOVERNMENT OF CAMEROON, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF JORDAN, GOVERNMENT OF LIBERIA, GOVERNMENT OF TUNISIA, GOVERNMENT OF GAMBIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF SENEGAL, GOVERNMENT OF YEMEN (NORTH YEMEN), GOVERNMENT OF NIGER, GOVERNMENT OF LITHUANIA, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF CAMBODIA (KAMPUCHEA), GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF SWITZERLAND, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF IVORY COAST, GOVERNMENT OF GHANA, GOVERNMENT OF BELGIUM, GOVERNMENT OF GUINEA-BISSAU","AQIM, JNIM","539, 6716","",2,"",2017,312,303,414,4,"MALI","432","420, 760, 475, 678, 436, 433, 325, 211, 390, 437, 346, 360, 771, 210, 404, 651, 471, 2, 366, 516, 316, 434, 850, 452, 663, 790, 451, 371, 811, 385, 710, 367, 260, 530, 501, 380, 483, 368, 225, 235, 220, 461, 375, 310, 438, 439, 305, 92, 780, 435, 616, 450, 200","","","432","432","4",24.1
11347,"15108","MALI","GOVERNMENT OF MALI","72","GOVERNMENT OF BURKINA FASO, GOVERNMENT OF PORTUGAL, GOVERNMENT OF ITALY, GOVERNMENT OF MEXICO, GOVERNMENT OF INDONESIA, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF TOGO, GOVERNMENT OF SRI LANKA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF EGYPT, GOVERNMENT OF MADAGASCAR, GOVERNMENT OF ARMENIA, GOVERNMENT OF SPAIN, GOVERNMENT OF GUINEA, GOVERNMENT OF BURUNDI, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF CHINA, GOVERNMENT OF KENYA, GOVERNMENT OF BENIN, GOVERNMENT OF GUATEMALA, GOVERNMENT OF HUNGARY, GOVERNMENT OF ROMANIA, GOVERNMENT OF MAURITANIA, GOVERNMENT OF DENMARK, GOVERNMENT OF NEW ZEALAND, GOVERNMENT OF SWEDEN, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF CHAD, GOVERNMENT OF BHUTAN, GOVERNMENT OF NEPAL, GOVERNMENT OF BANGLADESH, GOVERNMENT OF BOSNIA-HERZEGOVINA, GOVERNMENT OF NIGERIA, GOVERNMENT OF CAMEROON, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF JORDAN, GOVERNMENT OF LIBERIA, GOVERNMENT OF TUNISIA, GOVERNMENT OF GAMBIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF SENEGAL, GOVERNMENT OF NIGER, GOVERNMENT OF LITHUANIA, GOVERNMENT OF TURKEY, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF CAMBODIA (KAMPUCHEA), GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF SWITZERLAND, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF IVORY COAST, GOVERNMENT OF GHANA, GOVERNMENT OF PAKISTAN, GOVERNMENT OF BELGIUM","JNIM","6716","",2,"",2018,402,375,435,4,"MALI","432","420, 760, 200, 475, 436, 433, 325, 211, 390, 437, 346, 580, 360, 771, 210, 651, 471, 2, 366, 516, 316, 434, 850, 230, 452, 663, 790, 451, 371, 811, 385, 710, 367, 90, 260, 530, 501, 380, 483, 368, 225, 20, 640, 235, 220, 461, 375, 70, 310, 438, 439, 305, 92, 780, 435, 616, 920, 450, 770","","","432","432","4",24.1
11347,"15108","MALI","GOVERNMENT OF MALI","72","GOVERNMENT OF BURKINA FASO, GOVERNMENT OF PORTUGAL, GOVERNMENT OF ITALY, GOVERNMENT OF MEXICO, GOVERNMENT OF INDONESIA, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF TOGO, GOVERNMENT OF SRI LANKA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF EGYPT, GOVERNMENT OF MADAGASCAR, GOVERNMENT OF ARMENIA, GOVERNMENT OF SPAIN, GOVERNMENT OF GUINEA, GOVERNMENT OF BURUNDI, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF CHINA, GOVERNMENT OF UKRAINE, GOVERNMENT OF KENYA, GOVERNMENT OF BENIN, GOVERNMENT OF GUATEMALA, GOVERNMENT OF ROMANIA, GOVERNMENT OF MAURITANIA, GOVERNMENT OF DENMARK, GOVERNMENT OF SWEDEN, GOVERNMENT OF IRELAND, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF CHAD, GOVERNMENT OF BHUTAN, GOVERNMENT OF NEPAL, GOVERNMENT OF BANGLADESH, GOVERNMENT OF BOSNIA-HERZEGOVINA, GOVERNMENT OF NIGERIA, GOVERNMENT OF CAMEROON, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF JORDAN, GOVERNMENT OF LIBERIA, GOVERNMENT OF TUNISIA, GOVERNMENT OF GAMBIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF SENEGAL, GOVERNMENT OF NIGER, GOVERNMENT OF LITHUANIA, GOVERNMENT OF TURKEY, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF CAMBODIA (KAMPUCHEA), GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF SWITZERLAND, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF IVORY COAST, GOVERNMENT OF GHANA, GOVERNMENT OF PAKISTAN, GOVERNMENT OF BELGIUM","JNIM","6716","",2,"",2019,422,421,566,4,"MALI","432","420, 760, 200, 475, 436, 433, 325, 211, 390, 437, 346, 580, 360, 771, 210, 651, 471, 2, 366, 516, 316, 434, 850, 230, 452, 663, 790, 205, 451, 371, 811, 385, 710, 367, 90, 260, 530, 501, 380, 483, 368, 225, 20, 640, 235, 220, 461, 375, 70, 438, 439, 369, 305, 92, 780, 435, 616, 450, 770","","","432","432","4",24.1
11347,"15108","MALI","GOVERNMENT OF MALI","72","GOVERNMENT OF BURKINA FASO, GOVERNMENT OF PORTUGAL, GOVERNMENT OF ITALY, GOVERNMENT OF MEXICO, GOVERNMENT OF INDONESIA, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF ZAMBIA, GOVERNMENT OF TOGO, GOVERNMENT OF SRI LANKA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF EGYPT, GOVERNMENT OF MADAGASCAR, GOVERNMENT OF ARMENIA, GOVERNMENT OF SPAIN, GOVERNMENT OF GUINEA, GOVERNMENT OF BURUNDI, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF CHINA, GOVERNMENT OF UKRAINE, GOVERNMENT OF KENYA, GOVERNMENT OF BENIN, GOVERNMENT OF GUATEMALA, GOVERNMENT OF ROMANIA, GOVERNMENT OF MAURITANIA, GOVERNMENT OF DENMARK, GOVERNMENT OF SWEDEN, GOVERNMENT OF IRELAND, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF CHAD, GOVERNMENT OF BHUTAN, GOVERNMENT OF NEPAL, GOVERNMENT OF BANGLADESH, GOVERNMENT OF BOSNIA-HERZEGOVINA, GOVERNMENT OF NIGERIA, GOVERNMENT OF CAMEROON, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF JORDAN, GOVERNMENT OF LIBERIA, GOVERNMENT OF TUNISIA, GOVERNMENT OF GAMBIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF SENEGAL, GOVERNMENT OF NIGER, GOVERNMENT OF LITHUANIA, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF IRAN, GOVERNMENT OF CAMBODIA (KAMPUCHEA), GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF SWITZERLAND, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF AUSTRALIA, GOVERNMENT OF GHANA, GOVERNMENT OF IVORY COAST, GOVERNMENT OF BELGIUM, GOVERNMENT OF PAKISTAN","JNIM","6716","",2,"",2020,517,498,650,4,"MALI","432","420, 760, 200, 475, 436, 433, 325, 211, 390, 437, 346, 580, 360, 771, 210, 651, 900, 471, 2, 366, 516, 316, 434, 850, 230, 452, 663, 790, 205, 451, 371, 811, 385, 710, 367, 90, 260, 530, 501, 380, 483, 368, 225, 630, 20, 235, 220, 461, 375, 70, 438, 439, 369, 305, 92, 780, 435, 616, 450, 770, 551","","","432","432","4",24.1
11347,"15108","MALI","GOVERNMENT OF MALI","72","GOVERNMENT OF BURKINA FASO, GOVERNMENT OF PORTUGAL, GOVERNMENT OF ITALY, GOVERNMENT OF MEXICO, GOVERNMENT OF INDONESIA, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF ZAMBIA, GOVERNMENT OF TOGO, GOVERNMENT OF SRI LANKA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF EGYPT, GOVERNMENT OF ARMENIA, GOVERNMENT OF SPAIN, GOVERNMENT OF GUINEA, GOVERNMENT OF BURUNDI, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF CHINA, GOVERNMENT OF UKRAINE, GOVERNMENT OF KENYA, GOVERNMENT OF BENIN, GOVERNMENT OF GUATEMALA, GOVERNMENT OF ROMANIA, GOVERNMENT OF MAURITANIA, GOVERNMENT OF DENMARK, GOVERNMENT OF SWEDEN, GOVERNMENT OF IRELAND, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF CHAD, GOVERNMENT OF BHUTAN, GOVERNMENT OF NEPAL, GOVERNMENT OF BANGLADESH, GOVERNMENT OF BOSNIA-HERZEGOVINA, GOVERNMENT OF NIGERIA, GOVERNMENT OF CAMEROON, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF JORDAN, GOVERNMENT OF LIBERIA, GOVERNMENT OF TUNISIA, GOVERNMENT OF GAMBIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF SENEGAL, GOVERNMENT OF NIGER, GOVERNMENT OF GREECE, GOVERNMENT OF LITHUANIA, GOVERNMENT OF LUXEMBOURG, GOVERNMENT OF TURKEY, GOVERNMENT OF ETHIOPIA, GOVERNMENT OF IRAN, GOVERNMENT OF CAMBODIA (KAMPUCHEA), GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF SWITZERLAND, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF AUSTRALIA, GOVERNMENT OF GHANA, GOVERNMENT OF IVORY COAST, GOVERNMENT OF BELGIUM, GOVERNMENT OF PAKISTAN","JNIM","6716","",2,"",2021,616,578,660,4,"MALI","432","420, 760, 200, 475, 436, 433, 325, 211, 390, 437, 346, 360, 771, 210, 651, 900, 471, 2, 366, 516, 316, 434, 850, 230, 452, 350, 663, 790, 205, 451, 371, 811, 385, 710, 367, 90, 260, 530, 501, 380, 483, 368, 225, 630, 20, 640, 235, 220, 461, 375, 70, 438, 439, 369, 305, 92, 780, 435, 616, 212, 450, 770, 551","","","432","432","4",24.1
11347,"15108","MALI","GOVERNMENT OF MALI","72","GOVERNMENT OF BURKINA FASO, GOVERNMENT OF PORTUGAL, GOVERNMENT OF ITALY, GOVERNMENT OF MEXICO, GOVERNMENT OF INDONESIA, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF TOGO, GOVERNMENT OF SRI LANKA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF EGYPT, GOVERNMENT OF SPAIN, GOVERNMENT OF GUINEA, GOVERNMENT OF BURUNDI, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF CHINA, GOVERNMENT OF KENYA, GOVERNMENT OF BENIN, GOVERNMENT OF GUATEMALA, GOVERNMENT OF ROMANIA, GOVERNMENT OF MAURITANIA, GOVERNMENT OF DENMARK, GOVERNMENT OF SWEDEN, GOVERNMENT OF LATVIA, GOVERNMENT OF FINLAND, GOVERNMENT OF CHAD, GOVERNMENT OF BHUTAN, GOVERNMENT OF NEPAL, GOVERNMENT OF BANGLADESH, GOVERNMENT OF NIGERIA, GOVERNMENT OF CAMEROON, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF JORDAN, GOVERNMENT OF LIBERIA, GOVERNMENT OF TUNISIA, GOVERNMENT OF GAMBIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF SENEGAL, GOVERNMENT OF NIGER, GOVERNMENT OF LITHUANIA, GOVERNMENT OF TURKEY, GOVERNMENT OF LUXEMBOURG, GOVERNMENT OF IRAN, GOVERNMENT OF CAMBODIA (KAMPUCHEA), GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF SWITZERLAND, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF AUSTRALIA, GOVERNMENT OF GHANA, GOVERNMENT OF IVORY COAST, GOVERNMENT OF BELGIUM, GOVERNMENT OF PAKISTAN","JNIM","6716","",2,"",2022,1117,1099,1246,4,"MALI","432","420, 760, 200, 475, 436, 433, 325, 211, 390, 437, 360, 771, 210, 651, 900, 471, 2, 366, 516, 316, 434, 850, 230, 452, 663, 790, 451, 811, 385, 710, 367, 90, 260, 501, 380, 225, 483, 368, 630, 20, 640, 235, 220, 461, 375, 70, 438, 439, 305, 92, 780, 435, 616, 212, 450, 770","","","432","432","4",24.1
11347,"15108","MALI","GOVERNMENT OF MALI","72","GOVERNMENT OF BURKINA FASO, GOVERNMENT OF PORTUGAL, GOVERNMENT OF ITALY, GOVERNMENT OF MEXICO, GOVERNMENT OF INDONESIA, GOVERNMENT OF UNITED KINGDOM, GOVERNMENT OF CANADA, GOVERNMENT OF TOGO, GOVERNMENT OF SRI LANKA, GOVERNMENT OF NORWAY, GOVERNMENT OF AUSTRIA, GOVERNMENT OF EGYPT, GOVERNMENT OF SPAIN, GOVERNMENT OF GUINEA, GOVERNMENT OF BURUNDI, GOVERNMENT OF CZECH REPUBLIC, GOVERNMENT OF EL SALVADOR, GOVERNMENT OF NETHERLANDS, GOVERNMENT OF CHINA, GOVERNMENT OF KENYA, GOVERNMENT OF BENIN, GOVERNMENT OF GUATEMALA, GOVERNMENT OF ROMANIA, GOVERNMENT OF MAURITANIA, GOVERNMENT OF DENMARK, GOVERNMENT OF FINLAND, GOVERNMENT OF CHAD, GOVERNMENT OF BHUTAN, GOVERNMENT OF NEPAL, GOVERNMENT OF BANGLADESH, GOVERNMENT OF NIGERIA, GOVERNMENT OF CAMEROON, GOVERNMENT OF SIERRA LEONE, GOVERNMENT OF JORDAN, GOVERNMENT OF LIBERIA, GOVERNMENT OF TUNISIA, GOVERNMENT OF GAMBIA, GOVERNMENT OF ESTONIA, GOVERNMENT OF SENEGAL, GOVERNMENT OF NIGER, GOVERNMENT OF LITHUANIA, GOVERNMENT OF TURKEY, GOVERNMENT OF LUXEMBOURG, GOVERNMENT OF IRAN, GOVERNMENT OF CAMBODIA (KAMPUCHEA), GOVERNMENT OF UNITED STATES OF AMERICA, GOVERNMENT OF SWITZERLAND, GOVERNMENT OF GERMANY, GOVERNMENT OF FRANCE, GOVERNMENT OF AUSTRALIA, GOVERNMENT OF GHANA, GOVERNMENT OF IVORY COAST, GOVERNMENT OF BELGIUM, GOVERNMENT OF PAKISTAN","JNIM","6716","",2,"",2023,913,900,1171,4,"MALI","432","420, 760, 200, 475, 436, 433, 325, 211, 390, 437, 360, 771, 210, 651, 900, 471, 2, 366, 516, 316, 434, 850, 230, 452, 663, 790, 451, 811, 385, 710, 90, 260, 501, 225, 483, 368, 630, 20, 640, 235, 220, 461, 375, 70, 438, 439, 305, 92, 780, 435, 616, 212, 450, 770","","","432","432","4",24.1
11347,"12575","MALI","GOVERNMENT OF MALI","72","","AQIM","539","",2,"",2009,87,54,93,3,"MALI","432","","","","432","432","4",24.1
11347,"11986, 11987","MALI","GOVERNMENT OF MALI","72","","MILITARY FACTION (RED BERETS), ANSAR DINE","1164, 1157","",2,"",2012,87,83,270,3,"MALI","432","","","","432","432","4",24.1
